conv_parameters,occurences,models
1 128 7 7 512 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,5,efficientvit_m0 mobilenetv4_conv_small
1 512 7 7 512 4 4 3 3 1 1 1 1 2 2 1 1 512 0 0,1,efficientvit_m0
1 512 4 4 192 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientvit_m0
1 192 4 4 192 4 4 3 3 1 1 1 1 1 1 1 1 192 0 0,14,efficientvit_m1 efficientvit_m0
1 192 4 4 384 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,14,efficientvit_m1 efficientvit_m0
1 384 4 4 192 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,14,efficientvit_m1 efficientvit_m0
1 48 4 4 80 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,12,efficientvit_m0
1 16 4 4 16 4 4 5 5 2 2 2 2 1 1 1 1 16 0 0,37,efficientvit_m3 efficientvit_m2 efficientvit_m5 efficientvit_m1 efficientvit_m0 efficientvit_m4
1 192 4 4 192 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,6,efficientvit_m1 efficientvit_m0
1 16 112 112 32 56 56 3 3 1 1 1 1 2 2 1 1 1 0 0,9,levit_128 efficientvit_m3 xcit_nano_12_p16_224 efficientvit_m2 levit_conv_128 efficientvit_m1 levit_128s efficientvit_m4 levit_conv_128s
1 32 56 56 64 28 28 3 3 1 1 1 1 2 2 1 1 1 0 0,17,levit_128 efficientvit_m3 xcit_nano_12_p16_224 efficientvit_m2 levit_conv_128 hrnet_w32 efficientvit_m1 levit_128s efficientvit_m4 levit_conv_128s
1 64 28 28 128 14 14 3 3 1 1 1 1 2 2 1 1 1 0 0,17,levit_128 efficientvit_m3 xcit_nano_12_p16_224 efficientvit_m2 levit_conv_128 hrnet_w32 efficientvit_m1 levit_128s efficientvit_m4 levit_conv_128s
1 128 14 14 128 14 14 3 3 1 1 1 1 1 1 1 1 128 0 0,17,efficientvit_m3 efficientvit_m2 gcvit_base gcvit_tiny gcvit_xxtiny efficientvit_m1 efficientvit_m4 gcvit_xtiny ghostnetv2_160
1 64 7 7 96 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,19,efficientvit_m4 efficientvit_m1 efficientvit_m5 efficientvit_m2
1 16 7 7 16 7 7 7 7 3 3 3 3 1 1 1 1 16 0 0,13,efficientvit_m4 efficientvit_m1 efficientvit_m5 efficientvit_m2
1 512 14 14 512 7 7 3 3 1 1 1 1 2 2 1 1 512 0 0,10,hgnetv2_b1 efficientvit_m3 hgnet_tiny hgnetv2_b0 mobilenetv1_100h efficientvit_m2 mobileone_s1 efficientvit_m1 mobilenetv1_100 efficientvit_m4
1 512 7 7 144 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientvit_m1
1 144 7 7 144 7 7 3 3 1 1 1 1 1 1 1 1 144 0 0,6,efficientvit_m1
1 144 7 7 288 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,6,efficientvit_m1
1 288 7 7 144 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,6,efficientvit_m1
1 48 7 7 80 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,6,efficientvit_m1
1 16 7 7 16 7 7 3 3 1 1 1 1 1 1 1 1 16 0 0,16,efficientvit_m4 efficientvit_m1 efficientvit_m5 efficientvit_m2
1 144 7 7 144 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientvit_m1
1 144 7 7 576 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientvit_m1
1 576 7 7 576 4 4 3 3 1 1 1 1 2 2 1 1 576 0 0,1,efficientvit_m1
1 576 1 1 144 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1,77,regnetv_064 regnetz_b16 haloregnetz_b regnety_032 mobilenetv3_small_100 efficientvit_m1 tf_mobilenetv3_small_100 hardcorenas_b hardcorenas_c regnetz_b16_evos regnety_064
1 144 1 1 576 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1,77,regnetv_064 regnetz_b16 haloregnetz_b regnety_032 mobilenetv3_small_100 efficientvit_m1 tf_mobilenetv3_small_100 hardcorenas_b hardcorenas_c regnetz_b16_evos regnety_064
1 576 4 4 192 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientvit_m1
1 64 4 4 96 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,9,efficientvit_m1
1 16 4 4 16 4 4 7 7 3 3 3 3 1 1 1 1 16 0 0,13,efficientvit_m4 efficientvit_m1 efficientvit_m5 efficientvit_m2
1 16 4 4 16 4 4 3 3 1 1 1 1 1 1 1 1 16 0 0,17,efficientvit_m4 efficientvit_m1 efficientvit_m5
1 512 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,2,hgnetv2_b1 efficientvit_m2
1 192 7 7 192 7 7 3 3 1 1 1 1 1 1 1 1 192 0 0,12,mobilenetv4_hybrid_medium_075 mobilenetv4_conv_small_035 efficientvit_m2
1 192 7 7 384 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,12,repvit_m1 repvit_m0_9 efficientvit_m2 mobilenetv4_hybrid_medium_075 lcnet_075
1 384 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,15,mobilenetv4_hybrid_medium_075 hrnet_w48_ssld efficientvit_m2 hrnet_w48
1 192 7 7 192 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,6,hgnetv2_b1 efficientvit_m5 efficientvit_m2 levit_conv_192
1 192 7 7 768 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,12,mobilenetv4_hybrid_medium_075 mobilenet_edgetpu_v2_s efficientvit_m2
1 768 7 7 768 4 4 3 3 1 1 1 1 2 2 1 1 768 0 0,1,efficientvit_m2
1 768 4 4 224 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientvit_m2
1 224 4 4 224 4 4 3 3 1 1 1 1 1 1 1 1 224 0 0,7,efficientvit_m2
1 224 4 4 448 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,7,efficientvit_m2
1 448 4 4 224 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,7,efficientvit_m2
1 112 4 4 144 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,6,efficientvit_m2
1 224 4 4 224 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientvit_m2
1 512 7 7 240 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientvit_m3
1 240 7 7 240 7 7 3 3 1 1 1 1 1 1 1 1 240 0 0,20,efficientvit_m3 ghostnet_050 repghostnet_050 tinynet_e repghostnet_150
1 240 7 7 480 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,6,efficientvit_m3
1 480 7 7 240 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,6,efficientvit_m3
1 80 7 7 112 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,6,efficientvit_m3
1 240 7 7 240 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientvit_m3
1 240 7 7 960 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,4,efficientvit_m3 mobilenet_edgetpu_v2_m
1 960 7 7 960 4 4 3 3 1 1 1 1 2 2 1 1 960 0 0,1,efficientvit_m3
1 960 4 4 320 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientvit_m3
1 320 4 4 320 4 4 3 3 1 1 1 1 1 1 1 1 320 0 0,7,efficientvit_m3
1 320 4 4 640 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,7,efficientvit_m3
1 640 4 4 320 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,7,efficientvit_m3
1 80 4 4 112 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,12,efficientvit_m3
1 320 4 4 320 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientvit_m3
1 256 7 7 256 7 7 3 3 1 1 1 1 1 1 1 1 256 0 0,12,mobilenetv4_conv_small_050 efficientvit_m4 mobilenetv4_conv_blur_medium
1 1024 7 7 1024 4 4 3 3 1 1 1 1 2 2 1 1 1024 0 0,1,efficientvit_m4
1 1024 4 4 384 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientvit_m4 levit_conv_128s levit_conv_128
1 384 4 4 384 4 4 3 3 1 1 1 1 1 1 1 1 384 0 0,16,efficientvit_m4 efficientvit_m5
1 384 4 4 768 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,39,efficientvit_m5 levit_conv_128 efficientvit_m4 levit_conv_128s levit_conv_192
1 768 4 4 384 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,31,efficientvit_m5 levit_conv_128 efficientvit_m4 levit_conv_128s levit_conv_192
1 96 4 4 128 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,28,efficientvit_m4 efficientvit_m5
1 384 4 4 384 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,17,efficientvit_m5 levit_conv_128 levit_conv_256 levit_conv_256d efficientvit_m4 levit_conv_192
1 24 112 112 48 56 56 3 3 1 1 1 1 2 2 1 1 1 0 0,7,repvit_m1 repvit_m0_9 efficientvit_m5 xcit_tiny_24_p16_224 xcit_tiny_12_p16_224 levit_192 levit_conv_192
1 48 56 56 96 28 28 3 3 1 1 1 1 2 2 1 1 1 0 0,22,repvgg_a0 efficientvit_m5 xcit_tiny_24_p16_224 xcit_tiny_12_p16_224 levit_192 hrnet_w48_ssld hrnet_w48 levit_conv_192
1 96 28 28 192 14 14 3 3 1 1 1 1 2 2 1 1 1 0 0,22,repvgg_a0 efficientvit_m5 xcit_tiny_24_p16_224 xcit_tiny_12_p16_224 levit_192 hrnet_w48_ssld hrnet_w48 levit_conv_192
1 192 14 14 192 14 14 3 3 1 1 1 1 1 1 1 1 192 0 0,55,repvit_m1 repvit_m0_9 efficientvit_m5 mnasnet_small repghostnet_080 ese_vovnet19b_dw mobilenetv4_conv_small mobilenetv2_050 gcvit_small mixnet_xl mobilenetv2_035
1 192 14 14 768 14 14 1 1 0 0 0 0 1 1 1 1 1 0 0,11,efficientvit_m5 visformer_tiny mobilenet_edgetpu_v2_m mobilenet_edgetpu_v2_l
1 768 7 7 288 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientvit_m5 levit_conv_192
1 288 7 7 288 7 7 3 3 1 1 1 1 1 1 1 1 288 0 0,8,efficientvit_m5
1 288 7 7 576 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,13,efficientvit_m5 levit_conv_192
1 576 7 7 288 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,16,regnetz_b16 efficientvit_m5 haloregnetz_b regnetz_b16_evos levit_conv_192
1 96 7 7 128 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,9,efficientvit_m5
1 288 7 7 288 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,3,efficientvit_m5
1 288 7 7 1152 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientvit_m5
1 1152 7 7 1152 4 4 3 3 1 1 1 1 2 2 1 1 1152 0 0,1,efficientvit_m5
1 1152 1 1 288 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1,15,hardcorenas_d regnetz_c16 efficientvit_m5 hardcorenas_a hardcorenas_e hardcorenas_f regnetz_c16_evos hardcorenas_b hardcorenas_c
1 288 1 1 1152 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1,15,hardcorenas_d regnetz_c16 efficientvit_m5 hardcorenas_a hardcorenas_e hardcorenas_f regnetz_c16_evos hardcorenas_b hardcorenas_c
1 1152 4 4 384 4 4 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientvit_m5 levit_conv_192
1 64 112 112 64 112 112 3 3 1 1 1 1 1 1 1 1 64 0 0,7,rexnet_200 rexnetr_200 ese_vovnet19b_dw gcvit_xxtiny gcvit_tiny ese_vovnet19b_slim_dw gcvit_xtiny
1 64 112 112 64 112 112 1 1 0 0 0 0 1 1 1 1 1 0 0,6,resnetv2_101x1_bit ese_vovnet19b_dw gcvit_xxtiny gcvit_tiny ese_vovnet19b_slim_dw gcvit_xtiny
1 448 56 56 256 56 56 1 1 0 0 0 0 1 1 1 1 1 0 0,1,ese_vovnet19b_dw
1 256 1 1 256 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1,32,ese_vovnet57b ese_vovnet19b_dw rdnet_large ese_vovnet39b ese_vovnet99b ese_vovnet19b_slim_dw hgnet_small ese_vovnet19b_slim ese_vovnet39b_evos
1 160 28 28 160 28 28 3 3 1 1 1 1 1 1 1 1 160 0 0,11,repvit_m2_3 mobilenetv4_conv_blur_medium ese_vovnet19b_dw
1 160 28 28 160 28 28 1 1 0 0 0 0 1 1 1 1 1 0 0,3,ese_vovnet19b_dw
1 736 28 28 512 28 28 1 1 0 0 0 0 1 1 1 1 1 0 0,1,ese_vovnet19b_dw
1 512 1 1 512 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1,10,hgnet_tiny ese_vovnet57b ese_vovnet19b_dw ese_vovnet39b ese_vovnet99b ese_vovnet19b_slim_dw hgnet_small ese_vovnet19b_slim ese_vovnet39b_evos
1 512 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ese_vovnet19b_dw hgnetv2_b4
1 192 14 14 192 14 14 1 1 0 0 0 0 1 1 1 1 1 0 0,45,visformer_tiny ese_vovnet19b_dw lcnet_075 hgnetv2_b4 gcvit_small repvgg_a0 levit_conv_192
1 1088 14 14 768 14 14 1 1 0 0 0 0 1 1 1 1 1 0 0,1,ese_vovnet19b_dw
1 768 1 1 768 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1,8,hgnet_tiny ese_vovnet19b_dw ese_vovnet39b ese_vovnet99b ese_vovnet57b hgnet_small ese_vovnet39b_evos
1 768 7 7 224 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,1,ese_vovnet19b_dw
1 224 7 7 224 7 7 3 3 1 1 1 1 1 1 1 1 224 0 0,3,ese_vovnet19b_dw
1 224 7 7 224 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,3,ese_vovnet19b_dw
1 1440 7 7 1024 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,1,ese_vovnet19b_dw
1 1024 1 1 1024 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1,6,ese_vovnet19b_dw ese_vovnet39b ese_vovnet99b ese_vovnet57b hgnet_small ese_vovnet39b_evos
1 128 56 56 64 56 56 3 3 1 1 1 1 1 1 1 1 1 0 0,1,ese_vovnet19b_slim
1 320 56 56 112 56 56 1 1 0 0 0 0 1 1 1 1 1 0 0,1,ese_vovnet19b_slim
1 112 1 1 112 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1,2,ese_vovnet19b_slim_dw ese_vovnet19b_slim
1 112 28 28 80 28 28 3 3 1 1 1 1 1 1 1 1 1 0 0,1,ese_vovnet19b_slim
1 80 28 28 80 28 28 3 3 1 1 1 1 1 1 1 1 1 0 0,66,hrnet_w40 ese_vovnet19b_slim
1 352 28 28 256 28 28 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ese_vovnet19b_slim_dw ese_vovnet19b_slim
1 256 14 14 96 14 14 3 3 1 1 1 1 1 1 1 1 1 0 0,1,ese_vovnet19b_slim
1 96 14 14 96 14 14 3 3 1 1 1 1 1 1 1 1 1 0 0,8,gernet_s ese_vovnet19b_slim
1 544 14 14 384 14 14 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ese_vovnet19b_slim_dw ese_vovnet19b_slim
1 384 1 1 384 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1,2,ese_vovnet19b_slim_dw ese_vovnet19b_slim
1 384 7 7 112 7 7 3 3 1 1 1 1 1 1 1 1 1 0 0,1,ese_vovnet19b_slim
1 112 7 7 112 7 7 3 3 1 1 1 1 1 1 1 1 1 0 0,16,ese_vovnet19b_slim res2net50_14w_8s
1 720 7 7 512 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ese_vovnet19b_slim_dw ese_vovnet19b_slim
1 256 56 56 112 56 56 1 1 0 0 0 0 1 1 1 1 1 0 0,3,ese_vovnet19b_slim_dw res2net50_14w_8s
1 112 28 28 80 28 28 1 1 0 0 0 0 1 1 1 1 1 0 0,1,ese_vovnet19b_slim_dw
1 80 28 28 80 28 28 3 3 1 1 1 1 1 1 1 1 80 0 0,8,ese_vovnet19b_slim_dw repghostnet_130 mobilenetv4_conv_blur_medium repghostnet_200
1 80 28 28 80 28 28 1 1 0 0 0 0 1 1 1 1 1 0 0,3,ese_vovnet19b_slim_dw
1 256 14 14 96 14 14 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ese_vovnet19b_slim_dw hgnetv2_b1
1 96 14 14 96 14 14 3 3 1 1 1 1 1 1 1 1 96 0 0,184,mobilenetv4_conv_small_050 repghostnet_080 mvitv2_base mvitv2_small mobilenetv4_conv_small mvitv2_base_cls gcvit_small mvitv2_tiny ese_vovnet19b_slim_dw mvitv2_small_cls
1 96 14 14 96 14 14 1 1 0 0 0 0 1 1 1 1 1 0 0,8,ese_vovnet19b_slim_dw hgnetv2_b1 gcvit_small
1 384 7 7 112 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,1,ese_vovnet19b_slim_dw
1 112 7 7 112 7 7 3 3 1 1 1 1 1 1 1 1 112 0 0,3,ese_vovnet19b_slim_dw
1 112 7 7 112 7 7 1 1 0 0 0 0 1 1 1 1 1 0 0,3,ese_vovnet19b_slim_dw
1 512 28 28 160 28 28 3 3 1 1 1 1 1 1 1 1 1 0 0,2,ese_vovnet99b
1 1312 28 28 512 28 28 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ese_vovnet99b
1 3 224 224 768 16 16 14 14 0 0 0 0 14 14 1 1 1 0 1,1,eva02_base_patch14_224
1 3 448 448 768 32 32 14 14 0 0 0 0 14 14 1 1 1 0 1,1,eva02_base_patch14_448
1 3 224 224 1792 16 16 14 14 0 0 0 0 14 14 1 1 1 0 1,1,eva02_enormous_patch14_clip_224
1 3 448 448 1024 32 32 14 14 0 0 0 0 14 14 1 1 1 0 1,2,eva02_large_patch14_448 vit_intern300m_patch14_448
1 3 336 336 1024 24 24 14 14 0 0 0 0 14 14 1 1 1 0 1,2,eva_large_patch14_336 eva02_large_patch14_clip_336
1 3 224 224 384 16 16 14 14 0 0 0 0 14 14 1 1 1 0 1,1,eva02_small_patch14_224
1 3 336 336 384 24 24 14 14 0 0 0 0 14 14 1 1 1 0 1,1,eva02_small_patch14_336
1 3 224 224 192 16 16 14 14 0 0 0 0 14 14 1 1 1 0 1,1,eva02_tiny_patch14_224
1 3 336 336 192 24 24 14 14 0 0 0 0 14 14 1 1 1 0 1,1,eva02_tiny_patch14_336
1 3 224 224 1408 16 16 14 14 0 0 0 0 14 14 1 1 1 0 1,3,eva_giant_patch14_224 vit_giant_patch14_224 eva_giant_patch14_clip_224
1 3 336 336 1408 24 24 14 14 0 0 0 0 14 14 1 1 1 0 1,1,eva_giant_patch14_336
1 3 560 560 1408 40 40 14 14 0 0 0 0 14 14 1 1 1 0 1,1,eva_giant_patch14_560
1 3 196 196 1024 14 14 14 14 0 0 0 0 14 14 1 1 1 0 1,1,eva_large_patch14_196
1 3 256 256 76 128 128 1 1 0 0 0 0 2 2 1 1 1 0 0,1,fastvit_ma36
1 3 256 256 76 128 128 3 3 1 1 1 1 2 2 1 1 1 0 0,1,fastvit_ma36
1 76 128 128 76 64 64 1 1 0 0 0 0 2 2 1 1 76 0 0,1,fastvit_ma36
1 76 128 128 76 64 64 3 3 1 1 1 1 2 2 1 1 76 0 0,1,fastvit_ma36
1 76 64 64 76 64 64 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fastvit_ma36
1 76 64 64 76 64 64 1 1 0 0 0 0 1 1 1 1 76 0 0,6,fastvit_ma36
1 76 64 64 76 64 64 3 3 1 1 1 1 1 1 1 1 76 0 0,6,fastvit_ma36
1 76 64 64 76 64 64 7 7 3 3 3 3 1 1 1 1 76 0 0,6,fastvit_ma36
1 76 64 64 304 64 64 1 1 0 0 0 0 1 1 1 1 1 0 1,6,fastvit_ma36
1 304 64 64 76 64 64 1 1 0 0 0 0 1 1 1 1 1 0 1,6,fastvit_ma36
1 76 64 64 152 32 32 7 7 3 3 3 3 2 2 1 1 76 0 0,1,fastvit_ma36
1 76 64 64 152 32 32 3 3 1 1 1 1 2 2 1 1 76 0 0,1,fastvit_ma36
1 152 32 32 152 32 32 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fastvit_ma36
1 152 32 32 152 32 32 1 1 0 0 0 0 1 1 1 1 152 0 0,6,fastvit_ma36
1 152 32 32 152 32 32 3 3 1 1 1 1 1 1 1 1 152 0 0,6,fastvit_ma36
1 152 32 32 152 32 32 7 7 3 3 3 3 1 1 1 1 152 0 0,6,fastvit_ma36
1 152 32 32 608 32 32 1 1 0 0 0 0 1 1 1 1 1 0 1,6,fastvit_ma36
1 608 32 32 152 32 32 1 1 0 0 0 0 1 1 1 1 1 0 1,6,fastvit_ma36
1 152 32 32 304 16 16 7 7 3 3 3 3 2 2 1 1 152 0 0,1,fastvit_ma36
1 152 32 32 304 16 16 3 3 1 1 1 1 2 2 1 1 152 0 0,1,fastvit_ma36
1 304 16 16 304 16 16 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fastvit_ma36
1 304 16 16 304 16 16 1 1 0 0 0 0 1 1 1 1 304 0 0,18,fastvit_ma36
1 304 16 16 304 16 16 3 3 1 1 1 1 1 1 1 1 304 0 0,20,mobilenetv3_large_150d fastvit_ma36
1 304 16 16 304 16 16 7 7 3 3 3 3 1 1 1 1 304 0 0,18,fastvit_ma36
1 304 16 16 1216 16 16 1 1 0 0 0 0 1 1 1 1 1 0 1,18,fastvit_ma36
1 1216 16 16 304 16 16 1 1 0 0 0 0 1 1 1 1 1 0 1,18,fastvit_ma36
1 304 16 16 608 8 8 7 7 3 3 3 3 2 2 1 1 304 0 0,1,fastvit_ma36
1 304 16 16 608 8 8 3 3 1 1 1 1 2 2 1 1 304 0 0,1,fastvit_ma36
1 608 8 8 608 8 8 1 1 0 0 0 0 1 1 1 1 1 0 0,1,fastvit_ma36
1 608 8 8 608 8 8 7 7 3 3 3 3 1 1 1 1 608 0 1,1,fastvit_ma36
1 608 8 8 608 8 8 7 7 3 3 3 3 1 1 1 1 608 0 0,6,fastvit_ma36
1 608 8 8 2432 8 8 1 1 0 0 0 0 1 1 1 1 1 0 1,6,fastvit_ma36
1 2432 8 8 608 8 8 1 1 0 0 0 0 1 1 1 1 1 0 1,6,fastvit_ma36
1 608 8 8 1216 8 8 1 1 0 0 0 0 1 1 1 1 608 0 0,1,fastvit_ma36
1 608 8 8 1216 8 8 3 3 1 1 1 1 1 1 1 1 608 0 0,1,fastvit_ma36
1 1216 1 1 76 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1,1,fastvit_ma36
1 76 1 1 1216 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1,1,fastvit_ma36
1 3 256 256 64 128 128 1 1 0 0 0 0 2 2 1 1 1 0 0,7,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 3 256 256 64 128 128 3 3 1 1 1 1 2 2 1 1 1 0 0,10,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 resnest101e mobilevitv2_200 fastvit_t12 regnetz_d8_evos fastvit_mci0
1 64 128 128 64 64 64 1 1 0 0 0 0 2 2 1 1 64 0 0,7,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 64 128 128 64 64 64 3 3 1 1 1 1 2 2 1 1 64 0 0,8,fastvit_sa12 fastvit_sa36 fastvit_s12 mobilevitv2_050 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 64 64 64 64 64 64 1 1 0 0 0 0 1 1 1 1 64 0 0,22,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 64 64 64 64 64 64 3 3 1 1 1 1 1 1 1 1 64 0 0,22,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 64 64 64 64 64 64 7 7 3 3 3 3 1 1 1 1 64 0 0,22,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 64 64 64 192 64 64 1 1 0 0 0 0 1 1 1 1 1 0 1,8,fastvit_mci1 fastvit_mci0 fastvit_t12
1 192 64 64 64 64 64 1 1 0 0 0 0 1 1 1 1 1 0 1,8,fastvit_mci1 fastvit_mci0 fastvit_t12
1 64 64 64 128 32 32 7 7 3 3 3 3 2 2 1 1 64 0 0,7,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 64 64 64 128 32 32 3 3 1 1 1 1 2 2 1 1 64 0 0,7,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 128 32 32 128 32 32 1 1 0 0 0 0 1 1 1 1 128 0 0,34,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 128 32 32 128 32 32 3 3 1 1 1 1 1 1 1 1 128 0 0,35,fastvit_sa12 fastvit_sa36 fastvit_s12 mobilevitv2_050 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 128 32 32 128 32 32 7 7 3 3 3 3 1 1 1 1 128 0 0,34,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 128 32 32 384 32 32 1 1 0 0 0 0 1 1 1 1 1 0 1,20,fastvit_mci1 fastvit_mci0 fastvit_t12
1 384 32 32 128 32 32 1 1 0 0 0 0 1 1 1 1 1 0 1,20,fastvit_mci1 fastvit_mci0 fastvit_t12
1 128 32 32 256 16 16 7 7 3 3 3 3 2 2 1 1 128 0 0,7,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 128 32 32 256 16 16 3 3 1 1 1 1 2 2 1 1 128 0 0,7,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 256 16 16 256 16 16 1 1 0 0 0 0 1 1 1 1 256 0 0,78,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 256 16 16 256 16 16 7 7 3 3 3 3 1 1 1 1 256 0 0,78,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 256 16 16 768 16 16 1 1 0 0 0 0 1 1 1 1 1 0 1,36,fastvit_mci1 fastvit_mci0 fastvit_t12
1 768 16 16 256 16 16 1 1 0 0 0 0 1 1 1 1 1 0 1,36,fastvit_mci1 fastvit_mci0 fastvit_t12
1 256 16 16 512 8 8 7 7 3 3 3 3 2 2 1 1 256 0 0,7,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
1 256 16 16 512 8 8 3 3 1 1 1 1 2 2 1 1 256 0 0,7,fastvit_sa12 fastvit_sa36 fastvit_s12 fastvit_mci1 fastvit_sa24 fastvit_t12 fastvit_mci0
